orf_id	name	start	end	strand	length
NP_001032578.1	YGL194C-A		139719	139961	R	243
NP_011321.1	HOS2		140368	141726	R	1359
NP_011322.1	YGL193C		141916	142227	R	312
NP_011323.3	IME4		142246	144048	D	1803
NP_011324.1	COX13		144808	145197	D	390
NP_011325.1	CDC55		145809	147389	R	1581
NP_011326.1	RPS26A		148229	148588	R	360
NP_878073.3	YGL188C-A		148824	148964	R	141
NP_011328.1	COX4		149704	150171	R	468
NP_011329.1	TPN1		151037	152776	R	1740
NP_011330.1	YGL185C		153167	154306	R	1140
NP_011331.3	STR3		154615	156012	R	1398
NP_011332.2	MND1		156543	157285	R	743
NP_011334.1	GTS1		157906	159096	D	1191
NP_011335.1	ATG1		160065	162758	D	2694
NP_011336.3	TOS3		163409	165091	R	1683
NP_011337.1	MPT5		167352	170571	D	3220
NP_011339.1	YGL176C		171415	173079	R	1665
NP_011340.1	SAE2		173285	174322	R	1038
NP_011341.3	BUD13		174545	175345	D	801
NP_011342.1	XRN1		175527	180113	R	4587
NP_011343.1	NUP49		180700	182118	D	1419
NP_011344.1	ROK1		182390	184084	D	1695
NP_011345.3	SPO74		184153	185394	R	1242
NP_011346.1	SUA5		186059	187339	D	1281
NP_011347.1	HUR1		187464	187796	D	333
NP_011348.1	PMR1		187616	190468	R	2853
NP_011349.3	CUP2		191129	191806	D	678
NP_011351.1	YRB30		191978	193300	R	1323
NP_011352.1	RAD54		193707	196403	R	2697
NP_011353.1	SUT1		198138	199037	D	900
NP_011354.3	YIP5		199210	200142	R	933
NP_011355.1	AIM14		200561	202273	D	1713
NP_011356.1	YGL159W		202721	203833	D	1113
NP_011357.1	RCK1		207033	208571	D	1539
NP_011358.3	ARI1		209006	210049	D	1044
NP_011359.1	AMS1		210416	213667	D	3252
NP_011360.1	CDC43		214081	215211	D	1131
NP_011361.1	LYS5		215278	216096	R	819
NP_011362.3	PEX14		216273	217298	D	1026
NP_011364.1	NUT1		217524	220922	D	3399
NP_011365.1	INO80		221104	225573	R	4470
NP_011367.1	ARO2		226399	227529	D	1131
NP_011368.3	RPL9A		227754	228329	R	576
NP_011369.1	RRT6		228751	229686	R	936
NP_116577.1	TIP20		230243	232348	D	2106
NP_011371.1	ROG1		232450	234507	R	2058
NP_011372.3	MRF1		234717	235958	R	1242
NP_011373.1	GPI10		236269	238119	R	1851
NP_011374.1	HUL5		238353	241085	D	2733
NP_011375.1	YGL140C		241353	245012	R	3660
NP_011376.3	FLC3		245716	248124	D	2409
NP_011377.1	YGL138C		248494	249531	R	1038
NP_011378.1	SEC27		249869	252738	D	2870
NP_011379.1	MRM2		252897	253859	R	963
NP_011380.3	RPL1B		254641	255294	D	654
NP_011381.1	PCL10		255663	256964	D	1302
NP_011382.1	ITC1		257707	261501	D	3795
NP_011384.1	SNT2		261648	265859	R	4212
NP_011385.3	CEG1		266145	267524	D	1380
NP_011386.2	RSM23		267723	269075	R	1353
NP_011387.2	CWC23		269293	270144	R	852
NP_011388.1	SOH1		270392	270775	R	384
NP_011389.3	SCS3		270997	272139	D	1143
NP_011390.2	MET13		272520	274322	D	1803
NP_011391.2	MON1		274780	276714	R	1935
NP_011392.1	RPS2		277617	278381	D	765
NP_011393.3	NAB2		278946	280523	R	1578
NP_011394.1	GPG1		280777	281157	R	381
NP_011395.1	PRP43		281634	283937	R	2304
NP_011396.1	COQ8		284442	285947	D	1506
NP_011398.3	YGL117W		288512	289309	D	798
NP_011399.1	CDC20		289809	291641	D	1833
NP_011400.1	SNF4		292033	293001	D	969
NP_011401.1	YGL114W		293460	295637	D	2178
NP_011402.3	SLD3		295932	297938	D	2007
NP_011403.1	TAF6		298178	299728	R	1551
NP_011404.1	NSA1		299978	301369	D	1392
NP_011405.1	CUE3		301537	303411	R	1875
NP_011407.3	YGL108C		303649	304071	R	423
NP_011408.1	RMD9		304333	306273	R	1941
NP_011409.1	MLC1		306560	307009	D	450
NP_011410.1	ARC1		307437	308567	D	1131
NP_011411.3	VPS73		308713	310173	R	1461
NP_011412.1	RPL28		310967	311927	D	961
NP_011414.1	YGL101W		312193	312840	D	648
NP_011415.1	SEH1		313234	314283	D	1050
NP_011416.3	LSG1		314631	316553	D	1923
NP_011417.1	USE1		317342	318079	D	738
NP_011418.1	SRM1		321782	323230	D	1449
NP_011419.1	TOS8		325331	326161	D	831
NP_011420.3	VPS45		328874	330607	R	1734
NP_011421.1	PAN2		331118	334465	R	3348
NP_011422.1	SPC105		334886	337639	D	2754
NP_011423.1	NUP145		337906	341859	D	3954
NP_011424.3	NBP35		342056	343042	R	987
NP_011425.1	LIF1		343319	344584	D	1266
NP_011426.1	MF(ALPHA)2		344791	345153	R	363
NP_011428.1	MMS2		346406	346904	R	499
NP_011429.3	MAD1		347119	349368	D	2250
NP_011430.1	LCL3		349616	350440	D	825
NP_011431.1	GUP1		350616	352298	R	1683
NP_011432.1	SCY1		353058	355472	D	2415
NP_011433.3	YGL082W		355827	356972	D	1146
NP_011434.1	YGL081W		357377	358339	D	963
NP_011435.1	FMP37		358636	359028	D	393
NP_011436.1	KXD1		359444	360100	D	657
NP_011437.3	DBP3		360288	361859	R	1572
NP_011438.1	HNM1		362225	363916	R	1692
NP_011439.1	RPL7A		364335	365996	R	1662
NP_011440.1	MPS2		366925	368088	R	1164
NP_011442.3	HSF1		368753	371254	D	2502
NP_011444.1	AFT1		372012	374084	D	2073
NP_011445.1	RPB9		374459	374827	R	369
NP_011447.1	MNP1		375087	375671	D	585
NP_011448.3	NPY1		376101	377255	D	1155
NP_011449.1	SGF73		377609	379582	D	1974
NP_011450.1	ALG2		379760	381271	R	1512
NP_011451.1	MRH4		381523	383208	R	1686
NP_011452.4	PUS2		383654	384766	D	1113
NP_011453.1	PYC1		385196	388732	D	3537
NP_011454.1	DUO1		388968	389711	R	744
NP_011455.1	YBP2		390065	391990	D	1926
NP_011456.5	PKP2		392223	393698	D	1476
NP_011457.1	RAD6		393986	394504	D	519
NP_011458.1	GEP7		394966	395829	R	864
NP_011459.2	SDS23		396035	397618	R	1584
NP_011460.3	OLE1		398628	400160	D	1533
NP_011461.1	ERV14		400871	401287	R	417
NP_011462.1	PRM8		402589	403302	D	714
NP_011464.1	MST27		403687	404391	D	705
NP_011465.3	TYW3		405776	406597	D	822
NP_011466.1	TIF4632		406860	409604	R	2745
NP_011467.1	RPT6		410069	411286	R	1218
NP_011468.1	ALG13		411552	412160	D	609
NP_011470.4	RIM8		414102	415730	D	1629
NP_011471.1	RNA15		416146	417036	R	891
NP_011472.1	DST1		417483	418412	D	930
NP_878074.1	YGL041C-B		418704	418886	R	183
NP_001106172.4	YGL041W-A		418825	419289	D	465
NP_011475.1	HEM2		419527	420555	R	1029
NP_011476.1	YGL039W		423961	425007	D	1047
NP_011477.1	OCH1		425362	426804	R	1443
NP_011478.3	PNC1		427297	427947	R	651
NP_011479.1	YGL036W		428601	431330	D	2730
NP_011480.1	MIG1		431548	433062	R	1515
NP_011482.2	HOP2		435625	436351	D	727
NP_011483.3	AGA2		436570	436833	R	264
NP_011484.1	RPL24A		437467	437934	R	468
NP_011485.1	RPL30		439091	439638	D	548
NP_011486.1	CGR1		440063	440425	D	363
NP_011487.3	SCW11		441281	442909	R	1629
NP_011488.1	CWH41		443642	446143	R	2502
NP_011489.1	TRP5		446412	448535	R	2124
NP_011490.2	PGD1		448764	449957	R	1194
NP_011492.3	PIB2		450197	452104	R	1908
NP_011493.1	STT3		452404	454560	D	2157
NP_011494.1	ALK1		454785	457067	D	2283
NP_011495.1	GET1		457163	457870	R	708
NP_011496.3	CKB1		458156	458992	D	837
NP_011497.1	JAC1		459110	459664	R	555
NP_011498.1	ATE1		459854	461365	D	1512
NP_011499.1	KAP122		461666	464911	D	3246
NP_011500.3	YGL015C		465043	465435	R	393
NP_011501.1	PUF4		466141	468807	D	2667
NP_011502.1	PDR1		469092	472298	R	3207
NP_011503.1	ERG4		472855	474276	D	1422
NP_011504.3	SCL1		474489	475247	R	759
NP_011505.1	YGL010W		475545	476069	D	525
NP_011506.1	LEU1		476313	478652	R	2340
NP_011507.1	PMA1		479910	482666	R	2757
NP_878075.3	YGL007C-A		482941	483027	R	87
NP_878076.1	YGL006W-A		485423	485533	D	111
NP_011509.1	PMC1		485921	489442	D	3522
NP_011510.1	COG7		489708	490547	R	840
NP_011511.3	RPN14		490703	491956	R	1254
NP_011512.1	CDH1		492474	494174	R	1701
NP_011513.1	ERP6		494517	495167	D	651
NP_011514.1	ERG26		495453	496502	R	1050
NP_011515.4	YGR001C		497133	498034	R	902
NP_011516.1	SWC4		498476	499906	R	1431
NP_011517.1	CUL3		500132	502366	D	2235
NP_011518.1	PEX31		502938	504326	D	1389
NP_011519.3	TFG2		504657	505859	R	1203
NP_011520.2	PRP18		506070	506825	D	756
NP_011521.1	ECT1		506969	507940	D	972
NP_011522.1	STF2		508110	508364	R	255
NP_011523.3	SEC9		509047	511002	R	1956
NP_011524.1	NMA2		511545	512732	D	1188
NP_011526.1	YGR012W		513159	514340	D	1182
NP_011527.1	SNU71		514554	516416	D	1863
NP_011528.3	MSB2		516943	520863	D	3921
NP_011529.1	YGR015C		521090	522076	R	987
NP_011530.1	YGR016W		522261	522833	D	573
NP_011531.1	YGR017W		523787	524680	D	894
NP_001257676.1	YGR018C		524365	524694	R	330
NP_011533.3	UGA1		525229	526644	D	1416
NP_011534.1	VMA7		526973	527329	R	357
NP_011535.1	YGR021W		527632	528504	D	873
NP_011537.1	MTL1		529264	530919	D	1656
NP_011538.3	THG1		531883	532596	R	714
NP_011540.3	YGR026W		532985	533821	D	837
NP_011541.1	RPS25A		534132	534458	R	327
NP_058158.1	YGR027W-B		536057	541325	D	5269
NP_058159.1	YGR027W-A		536057	537379	D	1323
NP_011542.3	MSP1		542203	543291	D	1089
NP_011543.4	ERV1		543553	544205	D	653
NP_011544.1	POP6		545681	546157	R	477
NP_011545.1	IMO32		546441	547469	D	1029
NP_001027023.1	NAG1		546809	547300	R	492
NP_011546.3	GSC2		548264	553951	D	5688
NP_011547.3	TIM21		554248	554967	R	720
NP_011548.2	RPL26B		555812	556672	D	861
NP_011549.1	YGR035C		557072	557422	R	351
NP_878077.1	YGR035W-A		557565	557786	D	222
NP_011550.3	CAX4		558149	558868	R	720
NP_011551.3	ACB1		559731	559994	R	264
NP_011552.1	ORM1		560682	561350	D	669
NP_058160.1	YGR038C-B		562199	567467	R	5269
NP_058161.1	YGR038C-A		566145	567467	R	1323
NP_011554.3	KSS1		575398	576504	D	1107
NP_011555.3	BUD9		577487	579130	D	1644
NP_011556.1	YGR042W		579476	580291	D	816
NP_011557.1	NQM1		580435	581436	R	1002
NP_011558.1	RME1		582990	583892	R	903
NP_011560.3	TAM41		584895	586052	D	1158
NP_011561.3	TFC4		586392	589469	R	3078
NP_011562.1	UFD1		589826	590911	D	1086
NP_011563.1	SCM4		591314	591877	D	564
NP_001257677.1	YGR050C		592086	592442	R	357
NP_011566.1	FMP48		593596	594705	D	1110
NP_011567.3	YGR053C		594986	595837	R	852
NP_011568.3	YGR054W		596693	598621	D	1929
NP_011569.1	MUP1		599417	601141	D	1725
NP_011570.1	RSC1		601661	604447	D	2787
NP_011571.4	LST7		604773	605501	R	729
NP_011572.2	PEF1		606136	607143	D	1008
NP_011573.3	SPR3		607563	609101	D	1539
NP_011574.3	ERG25		610564	611493	D	930
NP_011575.1	ADE6		611889	615965	R	4077
NP_011576.1	COX18		616328	617278	R	951
NP_011577.3	SPT4		617516	617824	R	309
NP_011579.1	VHT1		618077	619858	R	1782
NP_011580.3	YGR066C		620921	621799	R	879
NP_011581.4	YGR067C		622372	624786	R	2415
NP_011582.1	ART5		625324	627084	R	1761
NP_011584.2	ROM1		627806	631273	D	3468
NP_011585.3	ENV11		631481	634063	R	2583
NP_011586.1	UPF3		634304	635467	D	1164
NP_011588.3	SMD1		635712	636152	D	441
NP_011589.3	PRP38		636147	636875	R	729
NP_011590.1	MRPL25		637104	637577	R	474
NP_011591.1	PEX8		637744	639513	R	1770
NP_011592.3	PAC10		639772	640371	R	600
NP_011593.1	YGR079W		640720	641832	D	1113
NP_011594.3	TWF1		642010	643008	D	999
NP_011595.3	SLX9		643148	643780	R	633
NP_011596.1	TOM20		644044	644595	D	552
NP_011597.1	GCD2		644860	646815	R	1956
NP_011598.3	MRP13		647123	648142	R	1020
NP_011599.1	RPL11B		648383	648907	R	525
NP_011600.3	PIL1		649598	650617	R	1020
NP_011601.3	PDC6		651290	652981	R	1692
NP_011602.2	CTT1		654634	656322	D	1689
NP_011603.1	NNF2		656960	659770	D	2811
NP_011604.3	UTP22		662358	666071	D	3714
NP_011605.1	PRP31		666341	667825	D	1485
NP_011606.3	DBF2		668189	669907	D	1719
NP_011607.3	YGR093W		670388	671911	D	1524
NP_011608.1	VAS1		672186	675500	D	3315
NP_011609.2	RRP46		675671	676342	R	672
NP_011610.3	TPC1		676621	677565	D	945
NP_011611.1	ASK10		678695	682135	D	3441
NP_011612.3	ESP1		682566	687458	R	4893
NP_011613.3	TEL2		687899	689965	D	2067
NP_011614.1	MDR1		690245	693097	D	2853
NP_011615.1	PCP1		693363	694403	D	1041
NP_011616.3	GTF1		694584	695135	R	552
NP_011617.1	NOP7		695417	697234	D	1818
NP_011618.3	SRB5		697445	698368	R	924
NP_011619.3	VMA21		698599	698832	D	234
NP_011620.1	VOA1		698989	699786	R	798
NP_011622.1	CLB1		703636	705051	D	1416
NP_011623.3	CLB6		705359	706501	R	1143
NP_011624.1	YGR109W-B		707610	712254	D	4645
NP_058162.3	YGR109W-A		707610	708482	D	873
NP_011625.3	CLD1		713709	715046	D	1338
NP_011626.1	YGR111W		715828	717030	D	1203
NP_011627.1	SHY1		717358	718527	D	1170
NP_011628.4	DAM1		718893	719924	D	1032
NP_011631.1	SPT6		720409	724764	D	4356
NP_011632.3	YGR117C		725049	726479	R	1431
NP_011633.3	RPS23A		726974	727730	D	757
NP_011634.1	NUP57		728046	729671	R	1626
NP_011635.2	COG2		730033	730821	R	789
NP_011636.3	MEP1		731449	732927	R	1479
NP_878078.1	YGR121W-A		733412	733627	D	216
NP_011637.3	YGR122W		733935	735143	D	1209
NP_011639.3	PPT1		736662	738203	R	1542
NP_011640.1	ASN2		739944	741662	D	1719
NP_011641.1	YGR125W		742325	745435	D	3111
NP_011642.3	YGR126W		745835	746527	D	693
NP_011643.1	YGR127W		746798	747736	D	939
NP_011644.3	UTP8		747950	750091	R	2142
NP_011645.3	SYF2		750400	751047	D	648
NP_011646.1	YGR130C		751394	753844	R	2451
NP_011647.1	FHN1		754726	755250	D	525
NP_011648.3	PHB1		755589	756452	R	864
NP_011649.1	PEX4		756896	757447	D	552
NP_011650.3	CAF130		757770	761138	D	3369
NP_011651.3	PRE9		761392	762168	D	777
NP_011652.1	LSB1		762428	763153	D	726
NP_011654.1	TPO2		763762	765606	R	1845
NP_011656.3	CBF2		767429	770299	D	2871
NP_011657.1	VPS62		770569	771972	D	1404
NP_011658.3	BTN2		772454	773686	D	1233
NP_011659.3	SKN1		775193	777508	D	2316
NP_011660.1	THI4		780399	781379	D	981
NP_011661.2	ENP2		781767	783890	D	2124
NP_011662.3	ECL1		784223	784858	R	636
NP_878079.1	YGR146C-A		785276	785437	R	162
NP_011663.3	NAT2		786054	786920	R	867
NP_011664.3	RPL24B		787312	787779	R	468
NP_011665.1	YGR149W		789031	790329	D	1299
NP_011666.1	CCM1		790459	793053	R	2595
NP_011668.3	RSR1		794674	795492	R	819
NP_011669.2	YGR153W		796092	796745	D	654
NP_011670.3	GTO1		796798	797868	R	1071
NP_011671.3	CYS4		798543	800066	D	1524
NP_011672.1	PTI1		800546	801823	D	1278
NP_011673.1	CHO2		802440	805049	D	2610
NP_011674.3	MTR3		805269	806021	R	753
NP_011675.1	NSR1		806412	807656	R	1245
NP_011677.3	RTS3		808629	809420	R	792
NP_001018033.3	YGR161W-C		810227	810505	D	279
NP_058163.1	YGR161W-B		811738	817051	D	5314
NP_058164.1	YGR161W-A		811738	813054	D	1317
NP_058165.3	YGR161C-D		817747	823015	R	5269
NP_058166.1	YGR161C-C		821693	823015	R	1323
NP_011678.3	TIF4631		824059	826917	D	2859
NP_011679.3	GTR2		827552	828577	D	1026
NP_011681.1	MRPS35		829116	830153	D	1038
NP_011682.1	TRS65		830515	832197	D	1683
NP_011683.3	CLC1		832456	833157	D	702
NP_011684.1	YGR168C		833352	834482	R	1131
NP_011685.3	PUS6		834689	835903	R	1215
NP_878080.3	YGR169C-A		836387	836665	R	279
NP_011686.1	PSD2		837142	840558	D	3417
NP_011687.1	MSM1		840824	842551	R	1728
NP_011688.3	YIP1		842845	843591	R	747
NP_011689.1	RBG2		843854	844960	D	1107
NP_011690.3	CBP4		845893	846405	R	513
NP_878081.3	YGR174W-A		846655	846741	D	87
NP_011691.1	ERG1		846933	848423	R	1491
NP_011693.1	ATF2		848829	850436	R	1608
NP_011694.3	PBP1		851047	853215	R	2169
NP_011695.1	OKP1		853675	854895	R	1221
NP_011696.3	RNR4		855264	856301	R	1038
NP_011697.3	TIM13		858287	858604	D	318
NP_011699.1	QCR9		859063	859476	R	414
NP_011700.1	UBR1		859901	865753	R	5853
NP_011701.3	TYS1		866336	867520	R	1185
NP_011702.1	TFG1		867774	869981	D	2208
NP_011703.3	HGH1		870232	871416	R	1185
NP_011704.3	BUB1		872044	875109	R	3066
NP_011705.1	CRH1		876669	878192	R	1524
NP_011707.1	HIP1		880420	882231	D	1812
NP_011708.3	TDH3		882812	883810	R	999
NP_011709.1	PDX1		884509	885741	R	1233
NP_011710.3	XKS1		886073	887875	R	1803
NP_011711.3	SKI6		888882	889622	D	741
NP_011712.1	FYV8		889733	892186	R	2454
NP_011713.1	SNG1		892497	894140	R	1644
NP_011714.3	YPP1		894693	897146	D	2454
NP_011715.1	PMT6		897502	899781	D	2280
NP_011716.3	ELP2		899904	902270	R	2367
NP_011717.4	YGR201C		902520	903197	R	678
NP_011718.1	PCT1		903474	904748	R	1275
NP_011719.1	YCH1		905237	905683	D	447
NP_011720.3	ADE3		905934	908774	D	2841
NP_878082.1	YGR204C-A		909061	909174	R	114
NP_011721.3	TDA10		909213	910085	D	873
NP_011722.3	MVB12		910432	910737	D	306
NP_011723.1	CIR1		910843	911628	R	786
NP_011724.1	SER2		911883	912812	D	930
NP_011725.3	TRX2		912913	913227	R	315
NP_011726.1	YGR210C		913503	914738	R	1236
NP_011727.3	ZPR1		915241	916701	D	1461
NP_011728.3	SLI1		917040	918446	D	1407
NP_011729.1	RTA1		918512	919465	R	954
NP_011730.1	RPS0A		920575	921788	D	1214
NP_011731.3	RSM27		922175	922507	D	333
NP_011732.1	GPI1		922633	924462	R	1830
NP_011733.3	CCH1		924696	930815	D	6120
NP_011734.3	CRM1		932541	935795	D	3255
NP_011736.1	MRPL9		936074	936883	R	810
NP_011737.2	TOS2		937124	938992	R	1869
NP_011738.3	PET54		939923	940804	D	882
NP_011739.1	HSV2		940869	942215	R	1347
NP_011740.3	AZR1		942806	944647	D	1842
NP_011741.5	AMA1		945145	947019	D	1875
NP_011743.2	DIE2		947420	948997	D	1578
NP_011745.1	SMI1		949382	950899	R	1518
NP_011746.3	BNS1		951894	952307	D	414
NP_011747.2	PHB2		952548	953480	R	933
NP_011748.3	NAS6		953960	954646	D	687
NP_011749.3	PHO81		954674	958210	R	3537
NP_011750.1	YHB1		959904	961103	D	1200
NP_011751.1	MOS2		961360	962061	R	702
NP_011752.4	SPG1		962530	962817	R	288
NP_011753.1	YGR237C		963298	965655	R	2358
NP_011754.3	KEL2		966039	968687	R	2649
NP_011755.3	PEX21		969187	970053	R	867
NP_011756.1	PFK1		970771	973734	R	2964
NP_878083.1	YGR240C-A		974577	974777	R	201
NP_011757.3	YAP1802		974875	976581	R	1707
NP_011759.1	FMP43		977336	977776	D	441
NP_011760.3	LSC2		978036	979319	R	1284
NP_011761.3	SDA1		979765	982068	R	2304
NP_011762.1	BRF1		982482	984272	R	1791
NP_011763.1	CPD1		984966	985685	D	720
NP_011764.3	SOL4		985972	986739	D	768
NP_011765.1	MGA1		988049	989419	D	1371
NP_011766.3	YGR250C		991176	993521	R	2346
NP_011767.3	NOP19		995639	996229	D	591
NP_011768.1	GCN5		996869	998188	D	1320
NP_011769.1	PUP2		998358	999140	R	783
NP_011770.3	ENO1		1000927	1002240	D	1314
NP_011771.1	COQ6		1002523	1003962	R	1440
NP_011772.3	GND2		1004624	1006102	D	1479
NP_011773.3	MTM1		1006205	1007305	R	1101
NP_011774.1	RAD2		1007671	1010766	R	3096
NP_011776.1	TNA1		1012485	1014089	D	1605
NP_011777.3	APL6		1014321	1016750	R	2430
NP_011778.1	BUD32		1016974	1017759	R	786
NP_011779.3	SAY1		1017967	1019241	R	1275
NP_011780.3	MES1		1019598	1021853	R	2256
NP_011782.1	YGR266W		1022656	1024761	D	2106
NP_011783.1	FOL2		1025004	1025735	R	732
NP_011784.3	HUA1		1026057	1026653	R	597
NP_011786.1	YTA7		1027370	1031509	D	4140
NP_011787.4	SLH1		1031791	1037694	D	5904
NP_076891.4	EFG1		1037800	1038501	R	702
NP_011789.1	YGR273C		1038715	1039239	R	525
NP_011790.1	TAF1		1039895	1043095	R	3201
NP_011791.4	RTT102		1043276	1043749	D	474
NP_011792.1	RNH70		1043819	1045480	R	1662
NP_011793.3	CAB4		1045644	1046561	R	918
NP_011794.3	CWC22		1046731	1048464	D	1734
NP_011795.1	SCW4		1048798	1049958	R	1161
NP_011796.1	PXR1		1050910	1051725	R	816
NP_011797.3	YOR1		1052824	1057257	D	4434
NP_011798.1	BGL2		1057783	1058724	R	942
NP_011799.3	YGR283C		1059015	1060040	R	1026
NP_011800.3	ERV29		1060658	1061590	R	933
NP_011801.1	ZUO1		1061852	1063153	R	1302
NP_011802.1	BIO2		1063813	1064940	R	1128
NP_011803.3	IMA1		1067222	1068991	R	1770
NP_011804.1	MAL13		1070293	1071714	D	1422
NP_011805.3	MAL11		1073963	1075813	R	1851
NP_011808.3	MAL12		1076599	1078353	D	1755
NP_011810.1	PAU12		1080306	1080668	D	363
NP_011811.1	COS6		1081584	1082729	R	1146
NP_011812.3	YRF1-3		1084864	1090591	D	5728
NP_011813.1	YHL050C		445	3311	R	2867
NP_011814.1	YHL049C		3726	4541	R	816
NP_878084.1	YHL048C-A		5663	5797	R	135
NP_011815.1	COS8		6401	7546	D	1146
NP_011816.2	ARN2		8351	10213	R	1863
NP_011817.1	PAU13		11923	12285	R	363
NP_011819.1	YHL044W		13565	14272	D	708
NP_011820.1	ECM34		14901	15413	D	513
NP_011821.1	YHL042W		15667	16119	D	453
NP_011823.1	ARN1		19088	20971	R	1884
NP_011824.1	EFM1		21783	23540	D	1758
NP_011825.1	CBP2		23617	25509	R	1893
NP_011827.1	MUP3		26241	27881	D	1641
NP_011828.1	VMR1		27978	32756	R	4779
NP_011829.1	SBP1		33193	34077	R	885
NP_011830.1	RPL8A		35255	36025	R	771
NP_011831.1	GUT1		36379	38508	R	2130
NP_011832.1	GOS1		38815	39486	R	672
NP_011833.1	ECM29		40084	45690	D	5607
NP_011834.1	OCA5		45929	47968	R	2040
NP_011835.1	WSC4		48763	50580	D	1818
NP_011836.1	RIM101		51111	52988	D	1878
NP_011837.2	YHL026C		53219	54166	R	948
NP_011838.1	SNF6		54851	55849	D	999
NP_011839.1	RIM4		56649	58790	D	2142
NP_011840.1	NPR3		59123	62563	R	3441
NP_011841.1	SPO11		62961	64157	R	1197
NP_011842.1	AIM17		64462	65859	R	1398
NP_011843.1	OPI1		66242	67456	R	1215
NP_011844.1	APM2		67731	69548	R	1818
NP_011845.1	YHL018W		69708	70070	D	363
NP_011846.1	YHL017W		70276	71874	D	1599
NP_011847.1	DUR3		72037	74244	R	2208
NP_878085.1	YHL015W-A		74699	74782	D	84
NP_011848.1	RPS20		75412	75777	D	366
NP_011849.1	YLF2		76097	77314	R	1218
NP_011850.1	OTU2		77430	78353	R	924
NP_011851.1	YHL012W		78936	80417	D	1482
NP_011852.1	PRS3		80654	81616	R	963
NP_011853.1	ETP1		81964	83721	R	1758
NP_011854.1	YAP3		84068	85060	R	993
NP_058133.1	YHL009W-B		85909	91318	D	5410
NP_058134.1	YHL009W-A		85909	87150	D	1242
NP_011855.1	YHL008C		92627	94510	R	1884
NP_011856.1	STE20		95118	97937	R	2820
NP_011857.2	SHU1		98343	98795	R	453
NP_011859.1	MRP4		99219	100403	D	1185
NP_011860.1	LAG1		100648	101883	R	1236
NP_011861.1	HSE1		102612	103970	D	1359
NP_011862.1	RPL14B		104277	105091	D	815
NP_011863.1	OSH7		106055	107368	D	1314
NP_011864.1	QCR10		107826	108122	D	297
NP_011865.1	LEU5		108812	109885	D	1074
NP_011866.1	TCD1		110028	111317	R	1290
NP_011867.1	NEM1		111754	113094	R	1341
NP_011868.1	GPA1		113499	114917	R	1419
NP_011869.1	TIM10		115620	115901	R	282
NP_011870.1	STP2		117814	119439	D	1626
NP_011871.1	ERG11		120091	121683	R	1593
NP_878086.1	YHR007C-A		122550	122765	R	216
NP_011872.1	SOD2		122889	123590	R	702
NP_011873.1	TDA3		124109	125680	R	1572
NP_011874.1	RPL27A		126521	127492	D	972
NP_011875.1	DIA4		127780	129120	D	1341
NP_011876.1	VPS29		129481	130448	D	968
NP_011877.1	ARD1		130730	131446	R	717
NP_011878.1	SPO13		132047	132922	D	876
NP_011879.1	MIP6		134554	136533	D	1980
NP_011880.1	YSC84		136881	138455	R	1575
NP_011881.1	YSC83		138694	139851	D	1158
NP_011882.1	ARG4		140011	141402	R	1392
NP_011883.1	DED81		141894	143558	R	1665
NP_011884.1	YHR020W		143996	146062	D	2067
NP_011885.1	RPS27B		147871	148669	R	799
NP_011886.1	ECM12		149225	149680	D	456
NP_011887.1	YHR022C		149575	150345	R	771
NP_878087.1	YHR022C-A		151217	151306	R	90
NP_011888.1	MYO1		151666	157452	D	5787
NP_011889.1	MAS2		157744	159192	R	1449
NP_011890.1	THR1		159438	160511	D	1074
NP_011891.1	VMA16		160844	161485	D	642
NP_011892.1	RPN1		161730	164711	R	2982
NP_011893.1	DAP2		164978	167434	R	2457
NP_011894.1	YHI9		167677	168561	R	885
NP_011895.1	SLT2		168890	170344	R	1455
NP_011896.1	RRM3		170799	172970	R	2172
NP_011897.1	ERC1		173344	175089	D	1746
NP_011898.1	YHR033W		175548	176819	D	1272
NP_011899.1	PIH1		176965	177999	R	1035
NP_011900.1	YHR035W		178219	180111	D	1893
NP_011901.1	BRL1		180345	181760	D	1416
NP_011902.1	PUT2		181977	183704	D	1728
NP_011903.1	RRF1		184066	184758	D	693
NP_011904.1	MSC7		184875	186809	R	1935
NP_011905.1	VMA10		187173	187679	R	507
NP_011906.1	BCD1		187924	189024	D	1101
NP_011907.1	SRB2		189131	189864	R	734
NP_011908.1	NCP1		190543	192618	D	2076
NP_011909.1	DOG2		192805	193545	R	741
NP_011910.1	DOG1		194068	194808	R	741
NP_011911.1	YHR045W		195551	197233	D	1683
NP_011912.1	INM1		197398	198285	R	888
