orf_id	gene	length
YNL176C	YNL176C	1911
YNL177C	YNL177C	930
YNL178W	RPS3	723
YNL179C	YNL179C	438
YNL180C	RHO5	996
YNL181W	YNL181W	1224
YNL182C	YNL182C	1668
YNL183C	NPR1	2373
YNL184C	YNL184C	327
YNL185C	MRPL19	477
YNL186W	UBP10	2379
YNL187W	YNL187W	1074
YNL188W	KAR1	1302
YNL189W	SRP1	1629
YNL190W	YNL190W	615
YNL191W	YNL191W	1074
YNL192W	CHS1	3396
YNL193W	YNL193W	1677
YNL194C	YNL194C	906
YNL195C	YNL195C	732
YNL196C	SLZ1	897
YNL197C	WHI3	1986
YNL198C	YNL198C	303
YNL199C	GCR2	1605
YNL200C	YNL200C	741
YNL201C	YNL201C	2577
YNL202W	SPS19	888
YNL203C	YNL203C	612
YNL204C	SPS18	903
YNL205C	YNL205C	423
YNL206C	RTT106	1368
YNL207W	YNL207W	1278
YNL208W	YNL208W	615
YNL209W	SSB2	1842
YNL210W	MER1	813
YNL211C	YNL211C	261
YNL212W	VID27	2349
YNL213C	YNL213C	645
YNL214W	PEX17	600
YNL215W	YNL215W	963
YNL216W	RAP1	2484
YNL217W	YNL217W	981
YNL218W	YNL218W	1764
YNL219C	ALG9	1668
YNL220W	ADE12	1302
YNL221C	POP1	2628
YNL222W	SSU72	621
YNL223W	AUT2	1521
YNL224C	YNL224C	2304
YNL225C	CNM67	1746
YNL226W	YNL226W	411
YNL227C	YNL227C	1773
YNL228W	YNL228W	777
YNL229C	URE2	1065
YNL230C	ELA1	1140
YNL231C	PDR16	1056
YNL232W	CSL4	879
YNL233W	BNI4	2679
YNL234W	YNL234W	1281
YNL235C	YNL235C	432
YNL236W	SIN4	2925
YNL237W	YTP1	1380
YNL238W	KEX2	2445
YNL239W	LAP3	1452
YNL240C	NAR1	1476
YNL241C	ZWF1	1518
YNL242W	SPO72	4779
YNL243W	SLA2	2907
YNL244C	SUI1	327
YNL245C	YNL245C	540
YNL246W	YNL246W	890
YNL247W	YNL247W	2304
YNL248C	RPA49	1248
YNL249C	MPA43	1629
YNL250W	RAD50	3939
YNL251C	NRD1	1728
YNL252C	MRPL17	846
YNL253W	YNL253W	1269
YNL254C	YNL254C	1206
YNL255C	GIS2	462
YNL256W	FOL1	2595
YNL257C	SIP3	3690
YNL258C	YNL258C	2265
YNL259C	ATX1	222
YNL260C	YNL260C	597
YNL261W	ORC5	1440
YNL262W	POL2	6669
YNL263C	YIF1	945
YNL264C	PDR17	1053
YNL265C	IST1	1002
YNL266W	YNL266W	420
YNL267W	PIK1	3201
YNL268W	LYP1	1836
YNL269W	YNL269W	396
YNL270C	ALP1	1722
YNL271C	BNI1	5862
YNL272C	SEC2	2280
YNL273W	TOF1	3717
YNL274C	YNL274C	1053
YNL275W	YNL275W	1731
YNL276C	YNL276C	396
YNL277W	MET2	1461
YNL278W	YNL278W	3183
YNL279W	PRM1	1986
YNL280C	ERG24	1317
YNL281W	HCH1	462
YNL282W	POP3	588
YNL283C	WSC2	1512
YNL284C	MRPL10	969
YNL284C-A	YNL284C-A	1323
YNL284C-B	YNL284C-B	5269
YNL285W	YNL285W	372
YNL286W	CUS2	858
YNL287W	SEC21	2808
YNL288W	YNL288W	1122
YNL289W	PCL1	840
YNL290W	RFC3	1023
YNL291C	MID1	1647
YNL292W	PUS4	1212
YNL293W	MSB3	1902
YNL294C	YNL294C	1602
YNL295W	YNL295W	1575
YNL296W	YNL296W	315
YNL297C	MON2	4911
YNL298W	CLA4	2529
YNL299W	TRF5	1878
YNL300W	YNL300W	309
YNL301C	RPL18B	993
YNL302C	RPS19B	986
YNL303W	YNL303W	348
YNL304W	YPT11	1068
YNL305C	YNL305C	894
YNL306W	YNL306W	654
YNL307C	MCK1	1128
YNL308C	KRI1	1776
YNL309W	STB1	1380
YNL310C	YNL310C	618
YNL311C	YNL311C	2292
YNL312W	RFA2	930
YNL313C	YNL313C	2715
YNL314W	DAL82	768
YNL315C	ATP11	957
YNL316C	PHA2	1107
YNL317W	PFS2	1398
YNL318C	HXT14	1623
YNL319W	YNL319W	441
YNL320W	YNL320W	855
YNL321W	YNL321W	2727
YNL322C	KRE1	942
YNL323W	BRE3	1245
YNL324W	YNL324W	396
YNL325C	FIG4	2640
YNL326C	YNL326C	1011
YNL327W	EGT2	3126
YNL328C	MDJ2	441
YNL329C	PEX6	3093
YNL330C	RPD3	1302
YNL331C	AAD14	1131
YNL332W	THI12	1023
YNL333W	SNZ2	897
YNL334C	SNO2	669
YNL335W	YNL335W	678
YNL336W	COS1	1146
YNL337W	YNL337W	255
YNL338W	YNL338W	159
YNL339C	YRF1-6	5728
YNR001C	CIT1	1440
YNR002C	FUN34	849
YNR003C	RPC34	954
YNR004W	YNR004W	441
YNR005C	YNR005C	405
YNR006W	VPS27	1869
YNR007C	AUT1	933
YNR008W	LRO1	1986
YNR009W	YNR009W	750
YNR010W	CSE2	450
YNR011C	PRP2	2631
YNR012W	URK1	1506
YNR013C	YNR013C	2685
YNR014W	YNR014W	639
YNR015W	SMM1	1155
YNR016C	ACC1	6702
YNR017W	MAS6	669
YNR018W	YNR018W	675
YNR019W	ARE2	1929
YNR020C	YNR020C	813
YNR021W	YNR021W	1215
YNR022C	YNR022C	420
YNR023W	SNF12	1701
YNR024W	YNR024W	561
YNR025C	YNR025C	360
YNR026C	SEC12	1416
YNR027W	YNR027W	954
YNR028W	CPR8	927
YNR029C	YNR029C	1290
YNR030W	ECM39	1656
YNR031C	SSK2	4740
YNR032C-A	HUB1	222
YNR032W	PPG1	1107
YNR033W	ABZ1	2364
YNR034W	SOL1	966
YNR034W-A	YNR034W-A	297
YNR035C	ARC35	1029
YNR036C	YNR036C	462
YNR037C	YNR037C	276
YNR038W	DBP6	1890
YNR039C	ZRG17	1818
YNR040W	YNR040W	771
YNR041C	COQ2	1119
YNR042W	YNR042W	429
YNR043W	MVD1	1191
YNR044W	AGA1	2178
YNR045W	PET494	1470
YNR046W	YNR046W	408
YNR047W	YNR047W	2682
YNR048W	YNR048W	1182
YNR049C	MSO1	633
YNR050C	LYS9	1341
YNR051C	BRE5	1548
YNR052C	POP2	1302
YNR053C	YNR053C	1992
YNR054C	YNR054C	951
YNR055C	HOL1	1761
YNR056C	BIO5	1686
YNR057C	BIO4	714
YNR058W	BIO3	1443
YNR059W	MNT4	1743
YNR060W	FRE4	2160
YNR061C	YNR061C	660
YNR062C	YNR062C	984
YNR063W	YNR063W	1824
YNR064C	YNR064C	873
YNR065C	YNR065C	3351
YNR066C	YNR066C	1311
YNR067C	YNR067C	3354
YNR068C	YNR068C	819
YNR069C	YNR069C	1470
YNR070W	YNR070W	4002
YNR071C	YNR071C	1029
YNR072W	HXT17	1695
YNR073C	YNR073C	1509
YNR074C	YNR074C	1137
YNR075W	COS10	1125
YNR076W	PAU6	363
YNR077C	YNR077C	255
YOL001W	PHO80	882
YOL002C	YOL002C	984
YOL003C	YOL003C	1137
YOL004W	SIN3	4611
YOL005C	RPB11	363
YOL006C	TOP1	2310
YOL007C	CSI2	1026
YOL008W	YOL008W	624
YOL009C	MDM12	816
YOL010W	RCL1	1104
YOL011W	PLB3	2061
YOL012C	HTA3	405
YOL013C	HRD1	1656
YOL013W-A	YOL013W-A	291
YOL014W	YOL014W	375
YOL015W	YOL015W	1761
YOL016C	CMK2	1344
YOL017W	YOL017W	2145
YOL018C	TLG2	1194
YOL019W	YOL019W	1656
YOL020W	TAT2	1779
YOL021C	DIS3	3006
YOL022C	YOL022C	1227
YOL023W	IFM1	2031
YOL024W	YOL024W	519
YOL025W	LAG2	1983
YOL026C	YOL026C	342
YOL027C	YOL027C	1722
YOL028C	YAP7	738
YOL029C	YOL029C	606
YOL030W	YOL030W	1455
YOL031C	YOL031C	1266
YOL032W	YOL032W	741
YOL033W	MSE1	1611
YOL034W	YOL034W	3282
YOL035C	YOL035C	303
YOL036W	YOL036W	2286
YOL037C	YOL037C	354
YOL038W	PRE6	765
YOL039W	RPP2A	321
YOL040C	RPS15	429
YOL041C	NOP12	1380
YOL042W	YOL042W	1092
YOL043C	NTG2	1143
YOL044W	PEX15	1152
YOL045W	YOL045W	3306
YOL046C	YOL046C	675
YOL047C	YOL047C	1134
YOL048C	YOL048C	321
YOL049W	GSH2	1476
YOL050C	YOL050C	321
YOL051W	GAL11	3246
YOL052C	SPE2	1191
YOL052C-A	DDR2	186
YOL053W	YOL053W	1188
YOL054W	YOL054W	1221
YOL055C	THI20	1656
YOL056W	GPM3	912
YOL057W	YOL057W	2136
YOL058W	ARG1	1263
YOL059W	GPD2	1323
YOL060C	AMI3	2121
YOL061W	PRS5	1491
YOL062C	APM4	1476
YOL063C	YOL063C	2874
YOL064C	MET22	1074
YOL065C	INP54	1155
YOL066C	RIB2	1776
YOL067C	RTG1	534
YOL068C	HST1	1512
YOL069W	NUF2	1356
YOL070C	YOL070C	1506
YOL071W	YOL071W	489
YOL072W	THP1	1368
YOL073C	YOL073C	969
YOL075C	YOL075C	3885
YOL076W	MDM20	2391
YOL077C	YOL077C	876
YOL077W-A	ATP19	207
YOL078W	YOL078W	3531
YOL079W	YOL079W	399
YOL080C	REX4	870
YOL081W	IRA2	9240
YOL082W	YOL082W	1248
YOL083W	YOL083W	1239
YOL084W	YOL084W	2976
YOL085C	YOL085C	342
YOL086C	ADH1	1047
YOL087C	YOL087C	3351
YOL088C	MPD2	834
YOL089C	HAL9	3093
YOL090W	MSH2	2895
YOL091W	SPO21	1830
YOL092W	YOL092W	927
YOL093W	YOL093W	882
YOL094C	RFC4	972
YOL095C	HMI1	2121
YOL096C	COQ3	951
YOL097C	WRS1	1299
YOL098C	YOL098C	3114
YOL099C	YOL099C	492
YOL100W	PKH2	3246
YOL101C	YOL101C	939
YOL102C	TPT1	693
YOL103W	ITR2	1839
YOL103W-A	YOL103W-A	1323
YOL103W-B	YOL103W-B	5269
YOL104C	NDJ1	1059
YOL105C	WSC3	1671
YOL106W	YOL106W	354
YOL107W	YOL107W	1029
YOL108C	INO4	456
YOL109W	ZEO1	342
YOL110W	SHR5	714
YOL111C	YOL111C	639
YOL112W	MSB4	1479
YOL113W	SKM1	1968
YOL114C	YOL114C	609
YOL115W	TRF4	1755
YOL116W	MSN1	1149
YOL117W	YOL117W	1938
YOL118C	YOL118C	309
YOL119C	YOL119C	1506
YOL120C	RPL18A	1008
YOL121C	RPS19A	825
YOL122C	SMF1	1728
YOL123W	HRP1	1605
YOL124C	YOL124C	1302
YOL125W	YOL125W	1431
YOL126C	MDH2	1272
YOL127W	RPL25	843
YOL128C	YOL128C	1128
YOL129W	YOL129W	555
YOL130W	ALR1	2580
YOL131W	YOL131W	327
YOL132W	YOL132W	1416
YOL133W	HRT1	366
YOL134C	YOL134C	390
YOL135C	MED7	669
YOL136C	PFK27	1194
YOL137W	YOL137W	1494
YOL138C	YOL138C	4026
YOL139C	CDC33	642
YOL140W	ARG8	1272
YOL141W	PPM2	2088
YOL142W	RRP40	723
YOL143C	RIB4	510
YOL144W	NOP8	1455
YOL145C	CTR9	3234
YOL146W	YOL146W	711
YOL147C	PEX11	711
YOL148C	SPT20	1815
YOL149W	DCP1	696
YOL150C	YOL150C	312
YOL151W	GRE2	1029
YOL152W	FRE7	1890
YOL153C	YOL153C	1746
YOL154W	YOL154W	750
YOL155C	YOL155C	2904
YOL156W	HXT11	1704
YOL157C	YOL157C	1770
YOL158C	ENB1	1821
YOL159C	YOL159C	516
YOL160W	YOL160W	342
YOL161C	YOL161C	363
YOL162W	YOL162W	648
YOL163W	YOL163W	510
YOL164W	YOL164W	1941
YOL165C	AAD15	432
YOL166C	YOL166C	339
YOR001W	RRP6	2202
YOR002W	ALG6	1635
YOR003W	YSP3	1437
YOR004W	YOR004W	765
YOR005C	DNL4	2835
YOR006C	YOR006C	942
YOR007C	SGT2	1041
YOR008C	SLG1	1137
YOR008C-A	KIM1	225
YOR009W	YOR009W	1464
YOR010C	TIR2	756
YOR011W	YOR011W	4185
YOR012W	YOR012W	414
YOR013W	YOR013W	471
YOR014W	RTS1	2274
YOR015W	YOR015W	360
YOR016C	ERP4	624
YOR017W	PET127	2403
YOR018W	ROD1	2514
YOR019W	YOR019W	2193
YOR020C	HSP10	321
YOR021C	YOR021C	642
YOR022C	YOR022C	2148
YOR023C	AHC1	1701
YOR024W	YOR024W	324
YOR025W	HST3	1344
YOR026W	BUB3	1026
YOR027W	STI1	1770
YOR028C	CIN5	888
YOR029W	YOR029W	336
YOR030W	DFG16	1860
YOR031W	CRS5	210
YOR032C	HMS1	1305
YOR033C	DHS1	2109
YOR034C	AKR2	2250
YOR035C	SHE4	2370
YOR036W	PEP12	867
YOR037W	CYC2	1215
YOR038C	HIR2	2628
YOR039W	CKB2	777
YOR040W	GLO4	858
YOR041C	YOR041C	432
YOR042W	YOR042W	1236
YOR043W	WHI2	1461
YOR044W	YOR044W	474
YOR045W	TOM6	186
YOR046C	DBP5	1449
YOR047C	STD1	1335
YOR048C	RAT1	3021
YOR049C	YOR049C	1065
YOR050C	YOR050C	348
YOR051C	YOR051C	1239
YOR052C	YOR052C	453
YOR053W	YOR053W	342
YOR054C	YOR054C	2025
YOR055W	YOR055W	435
YOR056C	YOR056C	1380
YOR057W	SGT1	1188
YOR058C	ASE1	2658
YOR059C	YOR059C	1353
YOR060C	YOR060C	774
YOR061W	CKA2	1020
YOR062C	YOR062C	807
YOR063W	RPL3	1164
YOR064C	YNG1	660
YOR065W	CYT1	930
YOR066W	YOR066W	1890
YOR067C	ALG8	1734
YOR068C	YOR068C	345
YOR069W	VPS5	939
YOR070C	GYP1	1914
YOR071C	YOR071C	1797
YOR072W	YOR072W	315
YOR073W	YOR073W	1773
YOR074C	CDC21	915
YOR075W	UFE1	1041
YOR076C	YOR076C	2244
YOR077W	RTS2	699
YOR078W	YOR078W	645
YOR079C	ATX2	942
YOR080W	DIA2	2241
YOR081C	YOR081C	2250
YOR082C	YOR082C	342
YOR083W	YOR083W	888
YOR084W	YOR084W	1164
YOR085W	OST3	1053
YOR086C	YOR086C	3561
YOR087W	YOR087W	744
YOR088W	YOR088W	1449
YOR089C	VPS21	633
YOR090C	PTC5	1719
YOR091W	YOR091W	1206
YOR092W	ECM3	1842
YOR093C	YOR093C	4947
YOR094W	ARF3	552
YOR095C	RKI1	777
YOR096W	RPS7A	974
YOR097C	YOR097C	528
YOR098C	NUP1	3231
YOR099W	KTR1	1182
YOR100C	CRC1	984
YOR101W	RAS1	930
YOR102W	YOR102W	351
YOR103C	OST2	402
YOR104W	YOR104W	849
YOR105W	YOR105W	327
YOR106W	VAM3	852
YOR107W	RGS2	930
YOR108W	YOR108W	1815
YOR109W	INP53	3324
YOR110W	TFC7	1308
YOR111W	YOR111W	699
YOR112W	YOR112W	2286
YOR113W	AZF1	2745
YOR114W	YOR114W	885
YOR115C	TRS33	807
YOR116C	RPO31	4383
YOR117W	RPT5	1305
YOR118W	YOR118W	1704
YOR119C	RIO1	1455
YOR120W	GCY1	939
YOR121C	YOR121C	306
YOR122C	PFY1	590
YOR123C	LEO1	1395
YOR124C	UBP2	3819
YOR125C	CAT5	819
YOR126C	IAH1	717
YOR127W	RGA1	3024
YOR128C	ADE2	1716
YOR129C	YOR129C	2682
YOR130C	ORT1	879
YOR131C	YOR131C	657
YOR132W	VPS17	1656
YOR133W	EFT1	2529
YOR134W	BAG7	1230
YOR135C	YOR135C	342
YOR136W	IDH2	1110
YOR137C	YOR137C	1869
YOR138C	YOR138C	2016
YOR139C	YOR139C	393
YOR140W	SFL1	2301
YOR141C	ARP8	2646
YOR142W	LSC1	990
YOR142W-A	YOR142W-A	1323
YOR142W-B	YOR142W-B	5269
YOR143C	THI80	960
YOR144C	EFD1	2376
YOR145C	YOR145C	825
YOR146W	YOR146W	306
YOR147W	YOR147W	1962
YOR148C	SPP2	558
YOR149C	SMP3	1551
YOR150W	MRPL23	492
YOR151C	RPB2	3675
YOR152C	YOR152C	771
YOR153W	PDR5	4536
YOR154W	YOR154W	1764
YOR155C	YOR155C	1353
YOR156C	NFI1	2181
YOR157C	PUP1	786
YOR158W	PET123	957
YOR159C	SME1	285
YOR160W	MTR10	2919
YOR161C	YOR161C	1620
YOR162C	YRR1	2433
YOR163W	DDP1	567
YOR164C	YOR164C	939
YOR165W	YOR165W	2331
YOR166C	YOR166C	1377
YOR167C	RPS28A	204
YOR168W	GLN4	2430
YOR169C	YOR169C	465
YOR170W	YOR170W	306
YOR171C	LCB4	1875
YOR172W	YOR172W	2361
YOR173W	YOR173W	1194
YOR174W	MED4	855
YOR175C	YOR175C	1860
YOR176W	HEM15	1182
YOR177C	YOR177C	1395
YOR178C	GAC1	2382
YOR179C	YOR179C	567
YOR180C	DCI1	816
YOR181W	LAS17	1902
YOR182C	RPS30B	603
YOR183W	YOR183W	390
YOR184W	SER1	1188
YOR185C	GSP2	663
YOR186W	YOR186W	435
YOR187W	TUF1	1314
YOR188W	MSB1	3414
YOR189W	YOR189W	351
YOR190W	SPR1	1338
YOR191W	RIS1	4860
YOR192C	YOR192C	1800
YOR192C-A	YOR192C-A	1317
YOR192C-B	YOR192C-B	5314
YOR193W	YOR193W	1131
YOR194C	TOA1	861
YOR195W	SLK19	2466
YOR196C	LIP5	1245
YOR197W	YOR197W	1362
YOR198C	BFR1	1413
YOR199W	YOR199W	330
YOR200W	YOR200W	399
YOR201C	PET56	1239
YOR202W	HIS3	663
YOR203W	YOR203W	354
YOR204W	DED1	1815
YOR205C	YOR205C	1671
YOR206W	YOR206W	2133
YOR207C	RET1	3450
YOR208W	PTP2	2253
YOR209C	NPT1	1290
YOR210W	RPB10	213
YOR211C	MGM1	2709
YOR212W	STE4	1272
YOR213C	SAS5	747
YOR214C	YOR214C	711
YOR215C	YOR215C	558
YOR216C	RUD3	1455
YOR217W	RFC1	2586
YOR218C	YOR218C	420
YOR219C	STE13	2796
YOR220W	YOR220W	798
YOR221C	MCT1	1356
YOR222W	ODC2	924
YOR223W	YOR223W	879
YOR224C	RPB8	441
YOR225W	YOR225W	330
YOR226C	ISU2	471
YOR227W	YOR227W	3741
YOR228C	YOR228C	909
YOR229W	WTM2	1404
YOR230W	WTM1	1314
YOR231W	MKK1	1527
YOR232W	MGE1	687
YOR233W	KIN4	2403
YOR234C	RPL33B	851
YOR235W	YOR235W	315
YOR236W	DFR1	636
YOR237W	HES1	1305
YOR238W	YOR238W	921
YOR239W	ABP140	1888
YOR241W	MET7	1647
YOR242C	SSP2	1116
YOR243C	YOR243C	2031
YOR244W	ESA1	1338
YOR245C	YOR245C	1257
YOR246C	YOR246C	993
YOR247W	SRL1	633
YOR248W	YOR248W	303
YOR249C	APC5	2058
YOR250C	CLP1	1338
YOR251C	YOR251C	915
YOR252W	YOR252W	426
YOR253W	YOR253W	531
YOR254C	SEC63	1992
YOR255W	YOR255W	837
YOR256C	YOR256C	2430
YOR257W	CDC31	486
YOR258W	YOR258W	654
YOR259C	RPT4	1314
YOR260W	GCD1	1737
YOR261C	RPN8	1017
YOR262W	YOR262W	1044
YOR263C	YOR263C	408
YOR264W	YOR264W	1293
YOR265W	RBL2	321
YOR266W	PNT1	1272
YOR267C	YOR267C	2280
YOR268C	YOR268C	399
YOR269W	PAC1	1485
YOR270C	VPH1	2523
YOR271C	YOR271C	984
YOR272W	YTM1	1383
YOR273C	YOR273C	1980
YOR274W	MOD5	1287
YOR275C	YOR275C	1986
YOR276W	CAF20	486
YOR277C	YOR277C	309
YOR278W	HEM4	828
YOR279C	YOR279C	933
YOR280C	YOR280C	801
YOR281C	PLP2	861
YOR282W	YOR282W	321
YOR283W	YOR283W	693
YOR284W	YOR284W	732
YOR285W	YOR285W	420
YOR286W	YOR286W	450
YOR287C	YOR287C	903
YOR288C	MPD1	957
YOR289W	YOR289W	756
YOR290C	SNF2	5112
YOR291W	YOR291W	4419
YOR292C	YOR292C	930
YOR293W	RPS10A	755
YOR294W	RRS1	612
YOR295W	YOR295W	687
YOR296W	YOR296W	3870
YOR297C	TIM18	579
YOR298C-A	MBF1	177
YOR298W	YOR298W	1440
YOR299W	BUD7	2241
YOR300W	YOR300W	309
YOR301W	RAX1	1308
YOR302W	YOR302W	78
YOR303W	CPA1	1236
YOR304C-A	YOR304C-A	231
YOR304W	ISW2	3363
YOR305W	YOR305W	729
YOR306C	YOR306C	1566
YOR307C	SLY41	1362
YOR308C	SNU66	1764
YOR309C	YOR309C	381
YOR310C	NOP58	1536
YOR311C	YOR311C	873
YOR312C	RPL20B	932
YOR313C	SPS4	1017
YOR314W	YOR314W	330
YOR315W	YOR315W	1041
YOR316C	COT1	1320
YOR317W	FAA1	2103
YOR318C	YOR318C	653
YOR319W	HSH49	642
YOR320C	YOR320C	1476
YOR321W	PMT3	2262
YOR322C	YOR322C	2457
YOR323C	PRO2	1371
YOR324C	YOR324C	1809
YOR325W	YOR325W	474
YOR326W	MYO2	4725
YOR327C	SNC2	348
YOR328W	PDR10	4695
YOR329C	SCD5	2619
YOR330C	MIP1	3843
YOR331C	YOR331C	558
YOR332W	VMA4	702
YOR333C	YOR333C	417
YOR334W	MRS2	1413
YOR335C	ALA1	2877
YOR336W	KRE5	4098
YOR337W	TEA1	2280
YOR338W	YOR338W	1092
YOR339C	UBC11	471
YOR340C	RPA43	981
YOR341W	RPA190	4995
YOR342C	YOR342C	960
YOR343C	YOR343C	327
YOR343C-A	YOR343C-A	1317
YOR343C-B	YOR343C-B	5314
YOR344C	TYE7	876
YOR345C	YOR345C	351
YOR346W	REV1	2958
YOR347C	PYK2	1521
YOR348C	PUT4	1884
YOR349W	CIN1	3045
YOR350C	MNE1	1992
YOR351C	MEK1	1494
YOR352W	YOR352W	1032
YOR353C	YOR353C	2376
YOR354C	YOR354C	2079
YOR355W	GDS1	1569
YOR356W	YOR356W	1896
YOR357C	GRD19	489
YOR358W	HAP5	729
YOR359W	YOR359W	1572
YOR360C	PDE2	1581
YOR361C	PRT1	2292
YOR362C	PRE10	867
YOR363C	PIP2	2991
YOR364W	YOR364W	369
YOR365C	YOR365C	2112
YOR366W	YOR366W	354
YOR367W	SCP1	603
YOR368W	RAD17	1206
YOR369C	RPS12	432
YOR370C	MRS6	1812
YOR371C	GPE1	2694
YOR372C	NDD1	1665
YOR373W	NUD1	2556
YOR374W	ALD4	1560
YOR375C	GDH1	1365
YOR376W	YOR376W	369
YOR377W	ATF1	1578
YOR378W	YOR378W	1548
YOR379C	YOR379C	339
YOR380W	YOR380W	1641
YOR381W	FRE3	2136
YOR382W	YOR382W	462
YOR383C	YOR383C	615
YOR384W	FRE5	2085
YOR385W	YOR385W	873
YOR386W	PHR1	1698
YOR387C	YOR387C	621
YOR388C	FDH1	1131
YOR389W	YOR389W	1875
YOR390W	YOR390W	1128
YOR391C	YOR391C	714
YOR392W	YOR392W	444
YOR393W	ERR1	1314
YOR394W	YOR394W	495
YOR396W	YOR396W	3675
YPL001W	HAT1	1125
YPL002C	SNF8	702
YPL003W	ULA1	1389
YPL004C	YPL004C	1026
YPL005W	YPL005W	1821
YPL006W	NCR1	3513
YPL007C	TFC8	1767
YPL008W	CHL1	2586
YPL009C	YPL009C	3117
YPL010W	RET3	570
YPL011C	TAF47	1062
YPL012W	YPL012W	3687
YPL013C	YPL013C	366
YPL014W	YPL014W	1146
YPL015C	HST2	1074
YPL016W	SWI1	3945
YPL017C	YPL017C	1500
YPL018W	CTF19	1110
YPL019C	PHM2	2508
YPL020C	ULP1	1866
YPL021W	ECM23	564
YPL022W	RAD1	3303
YPL023C	MET12	1974
YPL024W	NCE4	726
YPL025C	YPL025C	558
YPL026C	SKS1	1509
YPL027W	YPL027W	738
YPL028W	ERG10	1197
YPL029W	SUV3	2214
YPL030W	YPL030W	1704
YPL031C	PHO85	1020
YPL032C	SVL3	2478
YPL033C	YPL033C	846
YPL034W	YPL034W	498
YPL035C	YPL035C	348
YPL036W	PMA2	2844
YPL037C	EGD1	474
YPL038W	MET31	534
YPL039W	YPL039W	951
YPL040C	ISM1	3009
YPL041C	YPL041C	624
YPL042C	SSN3	1668
YPL043W	NOP4	2058
YPL044C	YPL044C	549
YPL045W	VPS16	2397
YPL046C	ELC1	300
YPL047W	YPL047W	300
YPL048W	CAM1	1248
YPL049C	DIG1	1359
YPL050C	MNN9	1188
YPL051W	ARL3	597
YPL052W	YPL052W	606
YPL053C	KTR6	1341
YPL054W	LEE1	906
YPL055C	YPL055C	999
YPL056C	YPL056C	306
YPL057C	SUR1	1149
YPL058C	PDR12	4536
YPL059W	GRX5	453
YPL060C-A	YPL060C-A	3315
YPL060W	YPL060W	1242
YPL061W	ALD6	1503
YPL062W	YPL062W	405
YPL063W	YPL063W	1431
YPL064C	YPL064C	906
YPL065W	VPS28	729
YPL066W	YPL066W	1440
YPL067C	YPL067C	597
YPL068C	YPL068C	882
YPL069C	BTS1	1008
YPL070W	YPL070W	1839
YPL071C	YPL071C	471
YPL072W	UBP16	1500
YPL073C	YPL073C	486
YPL074W	YTA6	2265
YPL075W	GCR1	3109
YPL076W	GPI2	843
YPL077C	YPL077C	723
YPL078C	ATP4	735
YPL079W	RPL21B	904
YPL080C	YPL080C	327
YPL081W	RPS9A	1095
YPL082C	MOT1	5604
YPL083C	SEN54	1404
YPL084W	BRO1	2535
YPL085W	SEC16	6588
YPL086C	ELP3	1674
YPL087W	YDC1	954
YPL088W	YPL088W	1029
YPL089C	RLM1	2031
YPL090C	RPS6A	1105
YPL091W	GLR1	1452
YPL092W	SSU1	1377
YPL093W	NOG1	1944
YPL094C	SEC62	852
YPL095C	YPL095C	1371
YPL096W	PNG1	1092
YPL097W	MSY1	1479
YPL098C	YPL098C	342
YPL099C	YPL099C	549
YPL100W	YPL100W	1491
YPL101W	YPL101W	1371
YPL102C	YPL102C	303
YPL103C	YPL103C	1407
YPL104W	MSD1	1977
YPL105C	YPL105C	2550
YPL106C	SSE1	2082
YPL107W	YPL107W	747
YPL108W	YPL108W	507
YPL109C	YPL109C	1632
YPL110C	YPL110C	3672
YPL111W	CAR1	1002
YPL112C	YPL112C	1185
YPL113C	YPL113C	1191
YPL114W	YPL114W	420
YPL115C	BEM3	3387
YPL116W	HOS3	2094
YPL117C	IDI1	867
YPL118W	MRP51	1035
YPL119C	DBP1	1854
YPL120W	VPS30	1674
YPL121C	MEI5	669
YPL122C	TFB2	1542
YPL123C	RNY1	1305
YPL124W	NIP29	762
YPL125W	KAP120	3099
YPL126W	NAN1	2691
YPL127C	HHO1	777
YPL128C	TBF1	1689
YPL129W	ANC1	840
YPL130W	SPO19	672
YPL131W	RPL5	894
YPL132W	COX11	903
YPL133C	YPL133C	1341
YPL134C	ODC1	933
YPL135W	ISU1	498
YPL136W	YPL136W	369
YPL137C	YPL137C	3831
YPL138C	YPL138C	1062
YPL139C	UME1	1383
YPL140C	MKK2	1521
YPL141C	YPL141C	2598
YPL142C	YPL142C	318
YPL143W	RPL33A	849
YPL144W	YPL144W	447
YPL145C	KES1	1305
YPL146C	YPL146C	1368
YPL147W	PXA1	2613
YPL148C	PPT2	534
YPL149W	APG5	885
YPL150W	YPL150W	2706
YPL151C	PRP46	1356
YPL152W	RRD2	1077
YPL153C	RAD53	2466
YPL154C	PEP4	1218
YPL155C	KIP2	2121
YPL156C	PRM4	855
YPL157W	YPL157W	948
YPL158C	YPL158C	2277
YPL159C	YPL159C	762
YPL160W	CDC60	3273
YPL161C	BEM4	1902
YPL162C	YPL162C	822
YPL163C	SVS1	783
YPL164C	MLH3	2148
YPL165C	YPL165C	1122
YPL166W	YPL166W	642
YPL167C	REV3	4515
YPL168W	YPL168W	1293
YPL169C	MEX67	1800
YPL170W	YPL170W	459
YPL171C	OYE3	1203
YPL172C	COX10	1389
YPL173W	MRPL40	894
YPL174C	NIP100	2607
YPL175W	SPT14	1459
YPL176C	YPL176C	2352
